protein_cluster	dbgrp
pvp2330	31
pvp2331	29
pvp2331	31
pvp2332	29
pvp2332	31
pvp2333	29
pvp2333	31
pvp2334	29
pvp2334	31
pvp2335	29
pvp2335	31
pvp2336	6
pvp2336	7
pvp2337	6
pvp2338	22
pvp2339	22
pvp2340	22
pvp2341	22
pvp2342	18
pvp2342	41
pvp2343	22
pvp2343	41
pvp2344	18
pvp2344	41
pvp2345	22
pvp2345	41
pvp2346	22
pvp2346	41
pvp2347	22
pvp2347	41
pvp2348	23
pvp2348	41
pvp2349	22
pvp2349	39
pvp2350	22
pvp2350	41
pvp2351	18
pvp2351	30
pvp2352	1
pvp2353	1
pvp2353	24
pvp2354	1.123.O.
pvp2354	21
pvp2355	1
pvp2355	19
pvp2355	30
pvp2356	25
pvp2357	3
pvp2358	25
pvp2359	25
pvp2360	25
pvp2361	25
pvp2362	25
pvp2363	25
pvp2364	25
pvp2365	25
pvp2366	25
pvp2367	25
pvp2368	25
pvp2369	25
pvp2370	25
pvp2371	25
pvp2372	25
pvp2373	25
pvp2374	25
pvp2375	25
pvp2376	25
pvp2377	25
pvp2378	25
pvp2379	25
pvp2380	25
pvp2381	25
pvp2382	25
pvp2383	25
pvp2384	25
pvp2385	25
pvp2386	25
pvp2387	25
pvp2388	25
pvp2389	25
pvp2390	25
pvp2391	25
pvp2392	25
pvp2393	25
pvp2394	25
pvp2395	25
pvp2396	25
pvp2397	25
pvp2398	25
pvp2399	25
pvp2400	25
pvp2401	25
pvp2402	25
pvp2403	25
pvp2404	25
pvp2405	25
pvp2406	25
pvp2407	25
pvp2408	25
pvp2409	25
pvp2410	25
pvp2411	25
pvp2412	25
pvp2413	25
pvp2414	25
pvp2415	25
pvp2416	25
pvp2417	25
pvp2418	25
pvp2419	25
pvp2420	25
pvp2421	25
pvp2422	25
pvp2423	15
pvp2423	28
pvp2424	23
pvp2424	30
pvp2424	6
pvp2425	3
pvp2425	7
pvp2426	3
pvp2427	3
pvp2428	3
pvp2429	3
pvp2430	3
pvp2431	3
pvp2432	3
pvp2433	3
pvp2434	3
pvp2435	3
pvp2436	1
pvp2436	15
pvp2436	3
pvp2437	15
pvp2437	26
pvp2438	15
pvp2439	15
pvp2440	15
pvp2441	3
pvp2441	4
pvp2442	1.029.O.
pvp2442	3
pvp2443	19
pvp2444	18
pvp2444	30
pvp2445	18
pvp2445	23
pvp2446	18
pvp2446	3
pvp2446	30
pvp2447	18
pvp2447	30
pvp2448	18
pvp2448	23
pvp2449	18
pvp2449	23
pvp2450	18
pvp2450	23
pvp2451	18
pvp2451	6
pvp2452	18
pvp2452	30
pvp2453	18
pvp2453	23
pvp2454	18
pvp2454	30
pvp2455	18
pvp2455	30
pvp2456	18
pvp2456	30
pvp2457	26
pvp2457	33
pvp2458	26
pvp2458	33
pvp2459	26
pvp2459	27
pvp2460	38
pvp2461	15
pvp2461	4
pvp2462	4
pvp2463	4
pvp2464	9
pvp2465	1.054.O.
pvp2465	9
pvp2466	1
pvp2466	9
pvp2467	1
pvp2467	9
pvp2468	4
pvp2468	9
pvp2469	6
pvp2469	9
pvp2470	27
pvp2471	27
pvp2472	27
pvp2472	33
pvp2473	1
pvp2473	27
pvp2474	1
pvp2474	15
pvp2474	19
pvp2475	1
pvp2475	1.054.O.
pvp2475	27
pvp2476	1.151.O.
pvp2476	1.232.O.
pvp2476	34
pvp2477	1.151.O.
pvp2477	1.232.O.
pvp2477	34
pvp2478	1.202.O.
pvp2478	1.275.O.
pvp2478	19
pvp2479	1
pvp2479	19
pvp2479	7
pvp2480	1
pvp2480	1.276.O.
pvp2480	27
pvp2481	19
pvp2482	18
pvp2482	30
pvp2483	30
pvp2484	30
pvp2485	30
pvp2486	30
pvp2487	23
pvp2487	30
pvp2488	30
pvp2489	30
pvp2490	30
pvp2491	30
pvp2492	30
pvp2493	30
pvp2494	30
pvp2495	30
pvp2496	18
pvp2496	23
pvp2496	30
pvp2497	30
pvp2498	30
pvp2499	30
pvp2500	18
pvp2500	30
pvp2501	30
pvp2502	30
pvp2503	30
pvp2504	30
pvp2505	30
pvp2505	4
pvp2506	30
pvp2507	30
pvp2508	30
pvp2509	30
pvp2510	18
pvp2510	24
pvp2511	30
pvp2512	30
pvp2513	30
pvp2514	23
pvp2514	30
pvp2515	30
pvp2516	30
pvp2517	18
pvp2517	30
pvp2518	18
pvp2518	30
pvp2519	30
pvp2520	23
pvp2520	30
pvp2521	30
pvp2522	30
pvp2523	30
pvp2524	18
pvp2524	30
pvp2525	1.054.O.
pvp2525	7
pvp2526	3
pvp2526	7
pvp2527	1.275.O.
pvp2527	7
pvp2528	1.275.O.
pvp2528	7
pvp2529	19
pvp2530	19
pvp2530	30
pvp2531	19
pvp2532	19
pvp2533	34
pvp2534	1.029.O.
pvp2534	21
pvp2534	9
pvp2535	1.029.O.
pvp2535	19
pvp2535	21
pvp2536	23
pvp2536	30
pvp2537	18
pvp2537	23
pvp2538	18
pvp2538	23
pvp2538	30
pvp2539	18
pvp2539	23
pvp2540	18
pvp2540	23
pvp2541	18
pvp2541	23
pvp2542	18
pvp2542	23
pvp2543	18
pvp2543	23
pvp2544	18
pvp2544	23
pvp2545	23
pvp2545	30
pvp2546	37
pvp2547	35
pvp2547	8
pvp2548	1.262.O.
pvp2548	35
pvp2549	1.262.O.
pvp2549	35
pvp2550	38
pvp2551	38
pvp2552	38
pvp2553	38
pvp2554	38
pvp2555	38
pvp2556	38
pvp2557	38
pvp2558	38
pvp2559	38
pvp2560	38
pvp2561	38
pvp2562	38
pvp2563	38
pvp2564	38
pvp2565	38
pvp2566	38
pvp2567	38
pvp2568	38
pvp2569	38
pvp2570	38
pvp2571	38
pvp2572	38
pvp2573	38
pvp2574	38
pvp2575	38
pvp2576	38
pvp2577	38
pvp2578	38
pvp2579	38
pvp2580	38
pvp2581	38
pvp2582	38
pvp2583	38
pvp2584	38
pvp2585	38
pvp2586	38
pvp2587	38
pvp2588	38
pvp2589	38
pvp2590	38
pvp2591	38
pvp2592	3
pvp2593	27
pvp2593	3
pvp2594	3
pvp2595	3
pvp2596	11
pvp2597	11
pvp2598	11
pvp2599	11
pvp2600	11
pvp2601	11
pvp2602	1.204.O.
pvp2602	22
pvp2603	22
pvp2603	6
pvp2604	22
pvp2604	24
pvp2605	22
pvp2605	23
pvp2606	27
pvp2606	41
pvp2607	1.232.O.
pvp2607	27
pvp2607	9
pvp2608	13
pvp2608	6
pvp2609	13
pvp2609	6
pvp2610	13
pvp2610	6
pvp2611	1.054.O.
pvp2611	24
pvp2612	19
pvp2613	1.182.O.
pvp2613	19
pvp2614	7
pvp2614	9
pvp2615	9
pvp2616	1
pvp2616	3
pvp2616	9
pvp2617	1
pvp2617	27
pvp2617	9
pvp2618	7
pvp2618	9
pvp2619	4
pvp2620	1.123.O.
pvp2620	21
pvp2621	33
pvp2622	33
pvp2623	1
pvp2623	15
pvp2624	18
pvp2624	23
pvp2625	18
pvp2625	41
pvp2626	18
pvp2626	30
pvp2627	18
pvp2627	30
pvp2628	18
pvp2628	30
pvp2629	18
pvp2629	30
pvp2629	37
pvp2630	18
pvp2630	30
pvp2631	18
pvp2631	30
pvp2632	6
pvp2633	37
pvp2633	6
pvp2634	19
pvp2634	6
pvp2635	27
pvp2635	33
pvp2636	28
pvp2636	6
pvp2637	15
pvp2637	4
pvp2638	4
pvp2639	1.204.O.
pvp2639	20
pvp2640	1.204.O.
pvp2640	41
pvp2641	15
pvp2642	30
pvp2642	6
pvp2643	1.031.O.
pvp2643	36
pvp2644	1.151.O.
pvp2644	36
pvp2645	19
pvp2646	4
pvp2646	6
pvp2647	4
pvp2647	6
pvp2648	19
pvp2649	19
pvp2650	19
pvp2651	16
pvp2652	16
pvp2653	16
pvp2654	16
pvp2655	16
pvp2656	16
pvp2657	16
pvp2658	16
pvp2659	16
pvp2660	16
pvp2661	16
pvp2662	16
pvp2663	16
pvp2664	16
pvp2665	16
pvp2666	16
pvp2667	6
pvp2668	6
pvp2669	6
pvp2670	8
pvp2671	4
pvp2672	30
pvp2673	30
pvp2674	18
pvp2674	30
pvp2675	4
pvp2676	26
pvp2676	27
pvp2677	32
pvp2677	4
pvp2678	4
pvp2679	6
pvp2680	22
pvp2680	37
pvp2681	19
pvp2681	26
pvp2681	27
pvp2682	3
pvp2683	3
pvp2684	37
pvp2685	22
pvp2685	37
pvp2686	37
pvp2687	37
pvp2688	22
pvp2688	37
pvp2689	37
pvp2690	37
pvp2691	1.262.O.
pvp2691	37
pvp2692	37
pvp2693	37
pvp2694	37
pvp2695	37
pvp2696	37
pvp2697	37
pvp2698	27
pvp2698	7
pvp2699	15
pvp2700	15
pvp2700	17
pvp2700	6
pvp2701	15
pvp2701	3
pvp2702	15
pvp2703	1.123.O.
pvp2703	17
pvp2703	6
pvp2704	1.123.O.
pvp2704	23
pvp2704	7
pvp2705	15
pvp2705	3
pvp2705	4
pvp2706	28
pvp2707	19
pvp2708	19
pvp2709	19
pvp2710	1.232.O.
pvp2710	17
pvp2711	19
pvp2712	34
pvp2713	22
pvp2713	39
pvp2714	22
pvp2714	39
pvp2715	22
pvp2715	39
pvp2716	22
pvp2716	39
pvp2717	1.031.O.
pvp2717	39
pvp2718	1.031.O.
pvp2718	39
pvp2719	1.031.O.
pvp2719	39
pvp2720	22
pvp2720	39
pvp2721	22
pvp2721	39
pvp2722	22
pvp2722	39
pvp2723	22
pvp2723	39
pvp2724	39
pvp2724	6
pvp2725	1.031.O.
pvp2725	39
pvp2726	22
pvp2726	39
pvp2727	22
pvp2727	39
pvp2728	22
pvp2728	39
pvp2729	1.054.O.
pvp2729	3
pvp2730	34
pvp2731	34
pvp2732	34
pvp2733	17
pvp2733	29
pvp2734	26
pvp2735	26
pvp2736	26
pvp2737	26
pvp2738	19
pvp2738	7
pvp2739	7
pvp2740	16
pvp2740	22
pvp2741	6
pvp2742	22
pvp2743	22
pvp2744	22
pvp2745	22
pvp2746	23
pvp2747	30
pvp2748	22
pvp2749	22
pvp2750	22
pvp2751	22
pvp2752	22
pvp2753	22
pvp2754	41
pvp2755	41
pvp2756	41
pvp2757	1
pvp2757	9
pvp2758	1
pvp2758	33
pvp2759	1
pvp2759	4
pvp2760	15
pvp2760	3
pvp2761	28
pvp2762	28
pvp2763	28
pvp2764	35
pvp2764	6
pvp2765	3
pvp2766	1
pvp2766	3
pvp2767	3
pvp2768	3
pvp2768	6
pvp2769	3
pvp2770	3
pvp2771	3
pvp2772	3
pvp2773	15
pvp2774	15
pvp2775	18
pvp2775	22
pvp2776	18
pvp2776	30
pvp2777	18
pvp2777	30
pvp2778	18
pvp2778	22
pvp2779	18
pvp2779	30
pvp2780	18
pvp2780	30
pvp2781	18
pvp2781	30
pvp2782	18
pvp2782	30
pvp2783	18
pvp2783	21
pvp2784	18
pvp2784	30
pvp2785	22
pvp2785	23
pvp2786	18
pvp2786	30
pvp2787	18
pvp2787	23
pvp2788	18
pvp2788	30
pvp2789	18
pvp2789	30
pvp2790	29
pvp2791	26
pvp2791	27
pvp2792	26
pvp2792	6
pvp2793	12
pvp2793	3
pvp2794	4
pvp2795	40
pvp2796	4
pvp2797	4
pvp2798	4
pvp2799	9
pvp2800	33
pvp2800	9
pvp2801	27
pvp2802	27
pvp2803	27
pvp2804	27
pvp2805	27
pvp2806	1.151.O.
pvp2806	1.232.O.
pvp2807	1.151.O.
pvp2807	1.232.O.
pvp2808	1.151.O.
pvp2808	28
pvp2809	1.151.O.
pvp2809	27
pvp2810	1.151.O.
pvp2810	28
pvp2811	1.275.O.
pvp2811	3
pvp2812	21
pvp2812	3
pvp2813	19
pvp2814	19
pvp2815	1
pvp2816	1.276.O.
pvp2816	19
pvp2817	1.276.O.
pvp2817	9
pvp2818	1.276.O.
pvp2818	15
pvp2819	18
pvp2819	30
pvp2820	18
pvp2820	30
pvp2821	18
pvp2821	30
pvp2822	23
pvp2822	30
pvp2823	18
pvp2823	30
pvp2824	23
pvp2824	30
pvp2825	18
pvp2825	30
pvp2826	30
pvp2827	23
pvp2827	30
pvp2828	18
pvp2828	30
pvp2829	30
pvp2830	30
pvp2831	18
pvp2831	30
pvp2832	18
pvp2832	30
pvp2833	23
pvp2833	30
pvp2834	1.204.O.
pvp2834	30
pvp2835	23
pvp2835	30
pvp2836	30
pvp2837	30
pvp2838	18
pvp2838	30
pvp2839	30
pvp2840	18
pvp2840	30
pvp2841	23
pvp2841	30
pvp2842	30
pvp2843	30
pvp2844	23
pvp2844	30
pvp2845	18
pvp2845	30
pvp2846	22
pvp2846	30
pvp2847	30
pvp2848	23
pvp2848	30
pvp2849	30
pvp2850	7
pvp2851	7
pvp2852	7
pvp2853	7
pvp2854	7
pvp2855	7
pvp2856	7
pvp2857	1
pvp2858	32
pvp2859	19
pvp2860	19
pvp2861	1
pvp2861	4
pvp2862	1
pvp2862	9
pvp2863	1.029.O.
pvp2863	21
pvp2864	1.029.O.
pvp2864	17
pvp2865	1.029.O.
pvp2865	17
pvp2866	1.029.O.
pvp2866	17
pvp2867	1.029.O.
pvp2867	1.054.O.
pvp2868	18
pvp2868	23
pvp2869	23
pvp2870	23
pvp2871	23
pvp2872	23
pvp2873	23
pvp2874	23
pvp2875	23
pvp2876	23
pvp2877	23
pvp2878	23
pvp2879	23
pvp2880	23
pvp2881	23
pvp2882	18
pvp2882	23
pvp2883	23
pvp2884	23
pvp2885	23
pvp2886	23
pvp2887	23
pvp2888	23
pvp2889	23
pvp2890	23
pvp2891	23
pvp2892	23
pvp2893	23
pvp2894	23
pvp2895	23
pvp2896	23
pvp2897	23
pvp2898	18
pvp2898	23
pvp2899	18
pvp2899	23
pvp2900	22
pvp2900	23
pvp2901	23
pvp2902	22
pvp2902	23
pvp2903	23
pvp2904	23
pvp2905	19
pvp2905	23
pvp2906	23
pvp2907	23
pvp2908	23
pvp2909	23
pvp2910	23
pvp2911	23
pvp2912	23
pvp2913	23
pvp2914	23
pvp2915	23
pvp2915	30
pvp2916	23
pvp2917	23
pvp2918	22
pvp2918	23
pvp2919	23
pvp2920	23
pvp2921	23
pvp2922	23
pvp2923	23
pvp2924	23
pvp2925	23
pvp2926	23
pvp2927	23
pvp2928	23
pvp2929	23
pvp2930	23
pvp2930	6
pvp2931	35
pvp2932	35
pvp2933	35
pvp2934	35
pvp2935	35
pvp2936	35
pvp2937	35
pvp2938	35
pvp2939	35
pvp2940	35
pvp2941	35
pvp2942	35
pvp2943	35
pvp2944	35
pvp2945	35
pvp2946	35
pvp2947	35
pvp2948	35
pvp2949	35
pvp2950	35
pvp2951	35
pvp2952	35
pvp2953	35
pvp2954	35
pvp2955	38
pvp2956	38
pvp2957	38
pvp2958	38
pvp2959	38
pvp2960	38
pvp2961	38
pvp2962	6
pvp2963	6
pvp2964	3
pvp2965	17
pvp2965	3
pvp2966	3
pvp2967	3
pvp2968	22
pvp2969	22
pvp2970	22
pvp2971	22
pvp2972	22
pvp2973	22
pvp2974	22
pvp2975	22
pvp2975	23
pvp2976	22
pvp2977	22
pvp2978	22
pvp2979	22
pvp2980	22
pvp2981	22
pvp2982	22
pvp2983	22
pvp2984	27
pvp2984	9
pvp2985	3
pvp2985	4
pvp2986	17
pvp2986	3
pvp2987	24
pvp2988	24
pvp2989	24
pvp2990	24
pvp2991	24
pvp2992	24
pvp2993	24
pvp2994	24
pvp2995	24
pvp2996	24
pvp2997	24
pvp2998	24
pvp2999	24
pvp3000	24
pvp3001	24
pvp3002	24
pvp3003	24
pvp3004	24
pvp3005	24
pvp3006	24
pvp3007	24
pvp3008	24
pvp3009	24
pvp3010	24
pvp3011	24
pvp3012	24
pvp3013	24
pvp3014	24
pvp3015	24
pvp3016	24
pvp3017	24
pvp3018	24
pvp3019	24
pvp3020	24
pvp3021	24
pvp3022	24
pvp3023	24
pvp3024	24
pvp3025	24
pvp3026	24
pvp3027	24
pvp3028	24
pvp3029	19
pvp3030	1.182.O.
pvp3030	1.232.O.
pvp3031	18
pvp3031	6
pvp3032	6
pvp3033	1
pvp3034	6
pvp3035	6
pvp3036	1.232.O.
pvp3036	6
pvp3037	21
pvp3037	6
pvp3038	6
pvp3039	21
pvp3040	21
pvp3041	21
pvp3042	21
pvp3043	21
pvp3044	21
pvp3045	21
pvp3046	21
pvp3047	21
pvp3048	21
pvp3049	21
pvp3050	21
pvp3051	21
pvp3052	21
pvp3053	21
pvp3054	21
pvp3055	21
pvp3056	21
pvp3057	21
pvp3058	21
pvp3059	21
pvp3060	21
pvp3061	21
pvp3062	21
pvp3063	21
pvp3064	21
pvp3065	21
pvp3066	21
pvp3067	21
pvp3068	21
pvp3069	15
pvp3069	21
pvp3070	18
pvp3070	23
pvp3071	18
pvp3071	22
pvp3072	18
pvp3072	22
pvp3073	18
pvp3074	18
pvp3074	23
pvp3075	18
pvp3076	18
pvp3077	18
pvp3077	23
pvp3078	18
pvp3079	1.204.O.
pvp3079	18
pvp3080	18
pvp3081	18
pvp3082	18
pvp3083	18
pvp3083	3
pvp3084	18
pvp3085	18
pvp3085	30
pvp3086	23
pvp3086	30
pvp3087	18
pvp3088	18
pvp3089	18
pvp3089	23
pvp3090	18
pvp3090	30
pvp3091	18
pvp3091	23
pvp3092	18
pvp3092	23
pvp3093	18
pvp3093	23
pvp3094	18
pvp3095	18
pvp3095	4
pvp3096	18
pvp3097	18
pvp3097	23
pvp3098	18
pvp3098	22
pvp3099	18
pvp3100	18
pvp3100	30
pvp3101	18
pvp3101	30
pvp3102	18
pvp3102	30
pvp3103	18
pvp3103	23
pvp3104	18
pvp3104	23
pvp3105	18
pvp3106	6
pvp3107	33
pvp3108	33
pvp3109	33
pvp3110	33
pvp3111	33
pvp3112	33
pvp3113	19
pvp3114	19
pvp3115	6
pvp3116	6
pvp3117	1.144.O.
pvp3117	3
pvp3118	1
pvp3118	1.144.O.
pvp3119	1.144.O.
pvp3119	3
pvp3120	27
pvp3120	4
pvp3121	4
pvp3122	4
pvp3123	15
pvp3124	15
pvp3125	15
pvp3126	6
pvp3127	6
pvp3128	19
pvp3129	19
pvp3130	1
pvp3131	1
pvp3131	6
pvp3132	3
pvp3132	4
pvp3133	3
pvp3134	3
pvp3135	3
pvp3136	19
pvp3137	19
pvp3138	6
pvp3139	6
pvp3140	6
pvp3141	20
pvp3142	20
pvp3143	8
pvp3144	30
pvp3145	30
pvp3146	30
pvp3147	30
pvp3148	18
pvp3148	30
pvp3149	30
pvp3150	30
pvp3151	30
pvp3152	30
pvp3153	18
pvp3153	30
pvp3154	30
pvp3155	30
pvp3156	30
pvp3157	30
pvp3158	22
pvp3158	30
pvp3159	30
pvp3160	30
pvp3161	18
pvp3161	30
pvp3162	30
pvp3163	18
pvp3163	30
pvp3164	30
pvp3165	30
pvp3166	30
pvp3167	18
pvp3167	30
pvp3168	18
pvp3168	30
pvp3169	30
pvp3170	18
pvp3170	30
pvp3171	30
pvp3172	30
pvp3173	23
pvp3173	30
pvp3174	18
pvp3174	30
pvp3175	30
pvp3176	30
pvp3177	30
pvp3178	30
pvp3179	30
pvp3180	30
pvp3181	30
pvp3182	30
pvp3183	30
pvp3184	30
pvp3185	30
pvp3186	23
pvp3186	30
pvp3187	30
pvp3188	4
pvp3189	4
pvp3190	26
pvp3191	12
pvp3191	23
pvp3192	4
pvp3193	19
pvp3194	20
pvp3195	20
pvp3196	20
pvp3197	20
pvp3198	20
pvp3199	20
pvp3200	20
pvp3201	20
pvp3202	20
pvp3203	20
pvp3204	20
pvp3205	20
pvp3206	20
pvp3207	20
pvp3208	20
pvp3209	20
pvp3210	20
pvp3211	20
pvp3212	20
pvp3213	20
pvp3214	20
pvp3215	20
pvp3216	20
pvp3217	20
pvp3218	20
pvp3219	20
pvp3220	20
pvp3221	20
pvp3222	20
pvp3223	20
pvp3224	20
pvp3225	20
pvp3226	20
pvp3227	20
pvp3228	20
pvp3229	20
pvp3230	20
pvp3231	20
pvp3232	1
pvp3232	4
pvp3233	38
pvp3234	4
pvp3235	4
pvp3236	6
pvp3237	6
pvp3238	6
pvp3239	6
pvp3240	6
pvp3241	36
pvp3242	36
pvp3243	36
pvp3244	36
pvp3245	36
pvp3246	36
pvp3247	36
pvp3248	36
pvp3249	36
pvp3250	36
pvp3251	36
pvp3252	36
pvp3253	36
pvp3254	36
pvp3255	36
pvp3256	36
pvp3257	36
pvp3258	36
pvp3259	36
pvp3260	36
pvp3261	36
pvp3262	36
pvp3263	36
pvp3264	36
pvp3265	36
pvp3266	36
pvp3267	36
pvp3268	36
pvp3269	36
pvp3270	36
pvp3271	36
pvp3272	36
pvp3273	36
pvp3274	36
pvp3275	36
pvp3276	36
pvp3277	36
pvp3278	36
pvp3279	36
pvp3280	36
pvp3281	36
pvp3282	36
pvp3283	36
pvp3284	36
pvp3285	36
pvp3286	36
pvp3287	36
pvp3288	36
pvp3289	36
pvp3290	36
pvp3291	36
pvp3292	36
pvp3293	36
pvp3294	36
pvp3295	36
pvp3296	36
pvp3297	36
pvp3298	36
pvp3299	36
pvp3300	36
pvp3301	36
pvp3302	36
pvp3303	36
pvp3304	36
pvp3305	36
pvp3306	36
pvp3307	36
pvp3308	36
pvp3309	36
pvp3310	36
pvp3311	36
pvp3312	36
pvp3313	36
pvp3314	36
pvp3315	36
pvp3316	36
pvp3317	36
pvp3318	36
pvp3319	36
pvp3320	36
pvp3321	36
pvp3322	36
pvp3323	36
pvp3324	36
pvp3325	36
pvp3326	36
pvp3327	36
pvp3328	36
pvp3329	36
pvp3330	36
pvp3331	36
pvp3332	36
pvp3333	36
pvp3334	36
pvp3335	36
pvp3336	36
pvp3337	36
pvp3338	36
pvp3339	19
pvp3339	9
pvp3340	22
pvp3340	37
pvp3341	37
pvp3342	37
pvp3343	37
pvp3344	37
pvp3345	37
pvp3346	37
pvp3347	37
pvp3348	37
pvp3349	37
pvp3350	37
pvp3351	37
pvp3352	37
pvp3353	37
pvp3354	37
pvp3355	37
pvp3356	37
pvp3357	37
pvp3358	37
pvp3359	37
pvp3360	37
pvp3361	37
pvp3362	37
pvp3363	37
pvp3364	37
pvp3365	37
pvp3366	37
pvp3367	37
pvp3368	1.031.O.
pvp3368	22
pvp3369	16
pvp3370	1
pvp3370	27
pvp3371	27
pvp3372	15
pvp3372	27
pvp3373	16
pvp3374	16
pvp3375	16
pvp3376	16
pvp3377	15
pvp3378	15
pvp3379	41
pvp3380	41
pvp3381	41
pvp3382	41
pvp3383	41
pvp3384	41
pvp3385	41
pvp3386	41
pvp3387	41
pvp3388	41
pvp3389	41
pvp3390	41
pvp3391	41
pvp3392	41
pvp3393	41
pvp3394	41
pvp3395	41
pvp3396	41
pvp3397	41
pvp3398	41
pvp3399	41
pvp3400	41
pvp3401	41
pvp3402	41
pvp3403	41
pvp3404	41
pvp3405	41
pvp3406	41
pvp3407	41
pvp3408	41
pvp3409	41
pvp3410	41
pvp3411	41
pvp3412	41
pvp3413	41
pvp3414	41
pvp3415	41
pvp3416	41
pvp3417	41
pvp3418	41
pvp3419	41
pvp3420	41
pvp3421	41
pvp3422	41
pvp3423	41
pvp3424	41
pvp3425	41
pvp3426	41
pvp3427	41
pvp3428	41
pvp3429	41
pvp3430	41
pvp3431	41
pvp3432	41
pvp3433	41
pvp3434	41
pvp3435	41
pvp3436	41
pvp3437	41
pvp3438	41
pvp3439	41
pvp3440	41
pvp3441	41
pvp3442	41
pvp3443	41
pvp3444	41
pvp3445	41
pvp3446	41
pvp3447	41
pvp3448	41
pvp3449	41
pvp3450	41
pvp3451	41
pvp3452	41
pvp3453	41
pvp3454	41
pvp3455	41
pvp3456	41
pvp3457	41
pvp3458	41
pvp3459	41
pvp3460	41
pvp3461	41
pvp3462	41
pvp3463	41
pvp3464	41
pvp3465	41
pvp3466	41
pvp3467	41
pvp3468	41
pvp3469	41
pvp3470	41
pvp3471	41
pvp3472	41
pvp3473	41
pvp3474	41
pvp3475	41
pvp3476	41
pvp3477	41
pvp3478	1
pvp3478	9
pvp3479	33
pvp3479	9
pvp3480	9
pvp3481	33
pvp3481	9
pvp3482	1.123.O.
pvp3482	1.262.O.
pvp3483	1.123.O.
pvp3483	17
pvp3484	15
pvp3484	4
pvp3485	4
pvp3486	4
pvp3487	4
pvp3488	4
pvp3489	28
pvp3490	13
pvp3490	6
pvp3491	6
pvp3492	6
pvp3493	6
pvp3494	6
pvp3495	15
pvp3495	6
pvp3496	15
pvp3496	6
pvp3497	17
pvp3498	17
pvp3499	17
pvp3500	17
pvp3501	17
pvp3502	17
pvp3503	17
pvp3504	17
pvp3505	17
pvp3506	17
pvp3507	17
pvp3508	17
pvp3509	17
pvp3510	17
pvp3511	1.123.O.
pvp3511	17
pvp3512	17
pvp3513	17
pvp3514	1.232.O.
pvp3514	17
pvp3515	17
pvp3516	1.123.O.
pvp3516	17
pvp3517	17
pvp3517	6
pvp3518	19
pvp3519	28
pvp3520	22
pvp3520	34
pvp3521	39
pvp3522	39
pvp3523	1
pvp3523	1.054.O.
pvp3524	1.054.O.
pvp3524	18
pvp3525	1
pvp3525	1.054.O.
pvp3526	1.054.O.
pvp3526	7
pvp3527	40
pvp3528	40
pvp3529	40
pvp3530	40
pvp3531	40
pvp3532	40
pvp3533	40
pvp3534	40
pvp3535	40
pvp3536	40
pvp3537	40
pvp3538	40
pvp3539	40
pvp3540	40
pvp3541	40
pvp3542	40
pvp3543	19
pvp3543	34
pvp3544	27
pvp3544	4
pvp3545	34
pvp3546	34
pvp3547	7
pvp3548	12
pvp3549	1.205.O.
pvp3549	26
pvp3550	1.205.O.
pvp3550	23
pvp3551	1.205.O.
pvp3551	1.275.O.
pvp3552	1.205.O.
pvp3552	3
pvp3553	3
pvp3554	29
pvp3555	29
pvp3556	29
pvp3557	29
pvp3558	29
pvp3559	29
pvp3560	29
pvp3561	29
pvp3562	29
pvp3563	29
pvp3564	29
pvp3565	29
pvp3566	29
pvp3567	29
pvp3568	29
pvp3569	29
pvp3570	29
pvp3571	29
pvp3572	29
pvp3573	29
pvp3574	29
pvp3575	29
pvp3576	29
pvp3577	1.262.O.
pvp3577	1.275.O.
pvp3578	15
pvp3578	27
pvp3579	1.144.O.
pvp3579	27
pvp3580	15
pvp3580	21
pvp3581	7
pvp3582	7
pvp3583	7
pvp3584	7
pvp3585	7
pvp3586	7
pvp3587	31
pvp3588	31
pvp3589	31
pvp3590	31
pvp3591	31
pvp3592	31
pvp3593	31
pvp3594	31
pvp3595	31
pvp3596	31
pvp3597	31
pvp3598	31
pvp3599	31
pvp3600	31
pvp3601	31
pvp3602	31
pvp3603	31
pvp3604	31
pvp3605	31
pvp3606	31
pvp3607	31
pvp3608	31
pvp3609	31
pvp3610	31
pvp3611	15
pvp3611	33
pvp3612	15
pvp3613	1.262.O.
pvp3613	30
pvp3614	7
pvp3615	7
pvp3616	1.275.O.
pvp3616	7
pvp3617	7
pvp3618	7
pvp3619	7
pvp3620	7
pvp3621	1.009.O.
pvp3621	7
pvp3622	19
pvp3623	3
pvp3624	3
pvp3625	6
pvp3626	6
pvp3627	6
pvp3628	6
pvp3629	22
pvp3629	23
pvp3630	39
pvp3631	39
pvp3632	39
pvp3633	39
pvp3634	39
pvp3635	39
pvp3636	39
pvp3637	39
pvp3638	39
pvp3639	39
pvp3640	39
pvp3641	39
pvp3642	39
pvp3643	39
pvp3644	39
pvp3645	39
pvp3646	39
pvp3647	39
pvp3648	39
pvp3649	39
pvp3650	39
pvp3651	39
pvp3652	39
pvp3653	39
pvp3654	39
pvp3655	39
pvp3656	39
pvp3657	39
pvp3658	39
pvp3659	39
pvp3660	39
pvp3661	39
pvp3662	39
pvp3663	39
pvp3664	39
pvp3665	39
pvp3666	39
pvp3667	39
pvp3668	39
pvp3669	39
pvp3670	39
pvp3671	39
pvp3672	39
pvp3673	39
pvp3674	39
pvp3675	39
pvp3676	39
pvp3677	39
