groupi	groupj	w
1.094.O.	1.265.O.	2
1.094.O.	1.266.O.	3
1.094.O.	1.267.O.	3
1.094.O.	1.268.A.	3
1.094.O.	1.268.B.	3
1.094.O.	1.269.O.	3
1.094.O.	1.270.A.	3
1.094.O.	1.270.B.	3
1.094.O.	1.271.A.	3
1.094.O.	1.271.B.	3
1.094.O.	1.272.O.	3
1.094.O.	1.273.O.	2
1.094.O.	1.274.O.	3
1.094.O.	1.275.O.	2
1.094.O.	1.277.A.	3
1.094.O.	1.277.B.	3
1.094.O.	1.278.O.	2
1.094.O.	1.280.O.	3
1.094.O.	1.281.O.	3
1.094.O.	1.282.A.	3
1.094.O.	1.283.A.	3
1.094.O.	1.283.B.	3
1.094.O.	1.283.C.	3
1.094.O.	1.284.A.	4
1.094.O.	1.286.O.	3
1.094.O.	1.287.O.	4
1.094.O.	1.289.A.	3
1.094.O.	1.291.O.	2
1.094.O.	1.293.O.	1
1.094.O.	12G01.O.	3
1.094.O.	2.044.O.	3
1.094.O.	2.058.O.	2
1.094.O.	2.095.A.	7
1.094.O.	2.095.B.	7
1.094.O.	2.096.O.	2
1.094.O.	2.117.O.	1
1.094.O.	3.058.O.	2
1.095.O.	1.102.O.	22
1.095.O.	1.107.A.	22
1.095.O.	1.107.B.	22
1.095.O.	1.107.C.	22
1.095.O.	1.125.O.	18
1.095.O.	1.141.A.	19
1.095.O.	1.249.A.	5
1.095.O.	1.249.B.	5
1.095.O.	2.092.O.	18
1.097.O.	1.098.O.	1
1.097.O.	1.100.O.	1
1.097.O.	1.101.O.	3
1.097.O.	1.104.O.	1
1.097.O.	1.105.O.	1
1.097.O.	1.106.O.	1
1.097.O.	1.108.O.	2
1.097.O.	1.110.O.	2
1.097.O.	1.111.A.	1
1.097.O.	1.111.B.	1
1.097.O.	1.113.A.	1
1.097.O.	1.115.A.	2
1.097.O.	1.115.B.	2
1.097.O.	1.116.O.	3
1.097.O.	1.119.O.	1
1.097.O.	1.121.O.	2
1.097.O.	1.122.A.	1
1.097.O.	1.122.B.	1
1.097.O.	1.124.O.	1
1.097.O.	1.127.O.	1
1.097.O.	1.131.O.	2
1.097.O.	1.132.O.	1
1.097.O.	1.133.O.	3
1.097.O.	1.134.O.	2
1.097.O.	1.135.O.	2
1.097.O.	1.137.O.	1
1.097.O.	1.138.O.	1
1.097.O.	1.143.O.	1
1.097.O.	1.144.O.	1
1.097.O.	1.147.O.	2
1.097.O.	1.148.O.	2
1.097.O.	1.149.O.	1
1.097.O.	1.150.O.	83
1.097.O.	1.151.O.	2
1.097.O.	1.152.O.	82
1.097.O.	1.155.O.	1
1.097.O.	1.157.O.	3
1.097.O.	1.161.O.	5
1.097.O.	1.162.O.	2
1.097.O.	1.164.O.	1
1.097.O.	1.165.O.	2
1.097.O.	1.167.O.	4
1.097.O.	1.168.O.	1
1.097.O.	1.169.O.	12
1.097.O.	1.170.O.	5
1.097.O.	1.172.O.	3
1.097.O.	1.173.O.	1
1.097.O.	1.174.O.	2
1.097.O.	1.175.O.	1
1.097.O.	1.176.O.	3
1.097.O.	1.178.O.	3
1.097.O.	1.179.O.	1
1.097.O.	1.182.O.	3
1.097.O.	1.183.O.	1
1.097.O.	1.184.A.	1
1.097.O.	1.186.O.	2
1.097.O.	1.187.O.	4
1.097.O.	1.188.A.	12
1.097.O.	1.188.B.	12
1.097.O.	1.188.C.	12
1.097.O.	1.189.B.	2
1.097.O.	1.189.C.	2
1.097.O.	1.189.O.	2
1.097.O.	1.191.O.	1
1.097.O.	1.193.O.	5
1.097.O.	1.198.A.	3
1.097.O.	1.198.B.	3
1.097.O.	1.205.O.	1
1.097.O.	1.206.O.	1
1.097.O.	1.208.B.	1
1.097.O.	1.210.O.	2
1.097.O.	1.211.A.	1
1.097.O.	1.211.B.	1
1.097.O.	1.213.O.	3
1.097.O.	1.214.O.	2
1.097.O.	1.216.O.	4
1.097.O.	1.223.O.	1
1.097.O.	1.224.A.	12
1.097.O.	1.225.O.	1
1.097.O.	1.226.O.	3
1.097.O.	1.228.O.	4
1.097.O.	1.231.O.	1
1.097.O.	1.232.O.	1
1.097.O.	1.233.A.	2
1.097.O.	1.233.B.	2
1.097.O.	1.235.O.	1
1.097.O.	1.236.O.	2
1.097.O.	1.238.A.	23
1.097.O.	1.238.B.	23
1.097.O.	1.239.O.	2
1.097.O.	1.242.O.	4
1.097.O.	1.244.A.	5
1.097.O.	1.245.O.	23
1.097.O.	1.246.O.	1
1.097.O.	1.250.O.	1
1.097.O.	1.251.O.	1
1.097.O.	1.253.O.	1
1.097.O.	1.255.O.	5
1.097.O.	1.256.O.	1
1.097.O.	1.257.O.	1
1.097.O.	1.259.O.	2
1.097.O.	1.261.O.	12
1.097.O.	1.263.A.	1
1.097.O.	1.263.B.	1
1.097.O.	1.264.O.	2
1.097.O.	1.265.O.	5
1.097.O.	1.266.O.	2
1.097.O.	1.276.O.	1
1.097.O.	1.284.A.	1
1.097.O.	1.286.O.	1
1.097.O.	1.287.O.	1
1.097.O.	1.289.A.	1
1.097.O.	1.291.O.	2
1.097.O.	2.044.O.	1
1.097.O.	2.058.O.	5
1.097.O.	2.095.A.	1
1.097.O.	2.095.B.	1
1.097.O.	2.130.O.	82
1.097.O.	2.275.O.	5
1.097.O.	3.058.O.	5
1.098.O.	1.100.O.	4
1.098.O.	1.101.O.	2
1.098.O.	1.103.O.	60
1.098.O.	1.104.O.	64
1.098.O.	1.105.O.	2
1.098.O.	1.106.O.	3
1.098.O.	1.108.O.	1
1.098.O.	1.110.O.	1
1.098.O.	1.112.O.	1
1.098.O.	1.113.A.	6
1.098.O.	1.115.A.	1
1.098.O.	1.115.B.	1
1.098.O.	1.116.O.	1
1.098.O.	1.117.O.	1
1.098.O.	1.118.A.	76
1.098.O.	1.118.B.	76
1.098.O.	1.122.A.	1
1.098.O.	1.122.B.	1
1.098.O.	1.124.O.	5
1.098.O.	1.127.O.	1
1.098.O.	1.131.O.	1
1.098.O.	1.132.O.	1
1.098.O.	1.133.O.	3
1.098.O.	1.134.O.	1
1.098.O.	1.135.O.	1
1.098.O.	1.137.O.	1
1.098.O.	1.139.A.	1
1.098.O.	1.139.B.	1
1.098.O.	1.144.O.	1
1.098.O.	1.147.O.	2
1.098.O.	1.148.O.	1
1.098.O.	1.149.O.	2
1.098.O.	1.150.O.	1
1.098.O.	1.152.O.	1
1.098.O.	1.155.O.	1
1.098.O.	1.157.O.	2
1.098.O.	1.158.O.	2
1.098.O.	1.160.O.	82
1.098.O.	1.161.O.	1
1.098.O.	1.162.O.	2
1.098.O.	1.164.O.	3
1.098.O.	1.165.O.	2
1.098.O.	1.167.O.	1
1.098.O.	1.168.O.	1
1.098.O.	1.169.O.	2
1.098.O.	1.170.O.	1
1.098.O.	1.171.O.	58
1.098.O.	1.172.O.	1
1.098.O.	1.173.O.	5
1.098.O.	1.174.O.	2
1.098.O.	1.175.O.	2
1.098.O.	1.176.O.	2
1.098.O.	1.178.O.	2
1.098.O.	1.181.O.	3
1.098.O.	1.183.O.	1
1.098.O.	1.184.A.	1
1.098.O.	1.185.O.	3
1.098.O.	1.186.O.	2
1.098.O.	1.187.O.	1
1.098.O.	1.188.A.	2
1.098.O.	1.188.B.	2
1.098.O.	1.188.C.	2
1.098.O.	1.189.B.	1
1.098.O.	1.189.C.	1
1.098.O.	1.189.O.	1
1.098.O.	1.191.O.	4
1.098.O.	1.193.O.	2
1.098.O.	1.194.O.	58
1.098.O.	1.195.O.	61
1.098.O.	1.196.O.	59
1.098.O.	1.197.A.	3
1.098.O.	1.198.A.	2
1.098.O.	1.198.B.	2
1.098.O.	1.199.A.	2
1.098.O.	1.199.B.	2
1.098.O.	1.200.O.	58
1.098.O.	1.201.B.	4
1.098.O.	1.205.O.	2
1.098.O.	1.206.O.	2
1.098.O.	1.207.B.	1
1.098.O.	1.209.O.	1
1.098.O.	1.213.O.	1
1.098.O.	1.216.O.	1
1.098.O.	1.223.O.	3
1.098.O.	1.224.A.	2
1.098.O.	1.225.O.	2
1.098.O.	1.226.O.	2
1.098.O.	1.228.O.	3
1.098.O.	1.232.O.	1
1.098.O.	1.233.A.	1
1.098.O.	1.233.B.	1
1.098.O.	1.236.O.	1
1.098.O.	1.237.A.	85
1.098.O.	1.237.B.	85
1.098.O.	1.238.A.	2
1.098.O.	1.238.B.	2
1.098.O.	1.239.O.	3
1.098.O.	1.240.O.	2
1.098.O.	1.242.O.	1
1.098.O.	1.243.O.	1
1.098.O.	1.244.A.	1
1.098.O.	1.245.O.	2
1.098.O.	1.246.O.	3
1.098.O.	1.248.O.	2
1.098.O.	1.250.O.	61
1.098.O.	1.251.O.	65
1.098.O.	1.255.O.	1
1.098.O.	1.256.O.	3
1.098.O.	1.261.O.	2
1.098.O.	1.263.A.	2
1.098.O.	1.263.B.	2
1.098.O.	1.265.O.	2
1.098.O.	1.266.O.	2
1.098.O.	1.267.O.	59
1.098.O.	1.268.A.	58
1.098.O.	1.268.B.	58
1.098.O.	1.269.O.	61
1.098.O.	1.270.A.	58
1.098.O.	1.270.B.	58
1.098.O.	1.271.A.	58
1.098.O.	1.271.B.	58
1.098.O.	1.272.O.	58
1.098.O.	1.273.O.	2
1.098.O.	1.274.O.	59
1.098.O.	1.275.O.	1
1.098.O.	1.276.O.	1
1.098.O.	1.277.A.	58
1.098.O.	1.277.B.	58
1.098.O.	1.278.O.	3
1.098.O.	1.280.O.	58
1.098.O.	1.281.O.	58
1.098.O.	1.282.A.	58
1.098.O.	1.283.A.	61
1.098.O.	1.283.B.	61
1.098.O.	1.283.C.	61
1.098.O.	1.284.A.	4
1.098.O.	1.285.O.	54
1.098.O.	1.286.O.	2
1.098.O.	1.287.O.	4
1.098.O.	1.289.A.	4
1.098.O.	1.291.O.	3
1.098.O.	1.293.O.	1
1.098.O.	12G01.O.	3
1.098.O.	2.044.O.	4
1.098.O.	2.096.O.	4
1.098.O.	2.117.O.	1
1.098.O.	2.130.O.	1
1.098.O.	2.275.O.	1
1.100.O.	1.103.O.	3
1.100.O.	1.104.O.	2
1.100.O.	1.105.O.	5
1.100.O.	1.106.O.	7
1.100.O.	1.110.O.	3
1.100.O.	1.111.A.	4
1.100.O.	1.111.B.	4
1.100.O.	1.112.O.	2
1.100.O.	1.113.A.	9
1.100.O.	1.115.A.	2
1.100.O.	1.115.B.	2
1.100.O.	1.116.O.	2
1.100.O.	1.118.A.	4
1.100.O.	1.118.B.	4
1.100.O.	1.119.O.	4
1.100.O.	1.122.A.	4
1.100.O.	1.122.B.	4
1.100.O.	1.123.O.	4
1.100.O.	1.124.O.	37
1.100.O.	1.127.O.	4
1.100.O.	1.131.O.	1
1.100.O.	1.132.O.	3
1.100.O.	1.133.O.	2
1.100.O.	1.135.O.	2
1.100.O.	1.137.O.	3
1.100.O.	1.139.A.	1
1.100.O.	1.139.B.	1
1.100.O.	1.143.O.	4
1.100.O.	1.144.O.	4
1.100.O.	1.147.O.	3
1.100.O.	1.148.O.	2
1.100.O.	1.149.O.	6
1.100.O.	1.150.O.	1
1.100.O.	1.151.O.	2
1.100.O.	1.152.O.	1
1.100.O.	1.154.O.	3
1.100.O.	1.157.O.	2
1.100.O.	1.158.O.	54
1.100.O.	1.160.O.	4
1.100.O.	1.161.O.	2
1.100.O.	1.162.O.	3
1.100.O.	1.164.O.	38
1.100.O.	1.165.O.	1
1.100.O.	1.167.O.	2
1.100.O.	1.168.O.	2
1.100.O.	1.170.O.	3
1.100.O.	1.171.O.	2
1.100.O.	1.172.O.	2
1.100.O.	1.173.O.	9
1.100.O.	1.174.O.	38
1.100.O.	1.175.O.	56
1.100.O.	1.176.O.	2
1.100.O.	1.177.O.	2
1.100.O.	1.178.O.	2
1.100.O.	1.181.O.	36
1.100.O.	1.182.O.	3
1.100.O.	1.183.O.	2
1.100.O.	1.184.A.	2
1.100.O.	1.185.O.	2
1.100.O.	1.186.O.	5
1.100.O.	1.187.O.	3
1.100.O.	1.189.B.	2
1.100.O.	1.189.C.	2
1.100.O.	1.189.O.	2
1.100.O.	1.191.O.	44
1.100.O.	1.193.O.	3
1.100.O.	1.194.O.	2
1.100.O.	1.195.O.	2
1.100.O.	1.196.O.	2
1.100.O.	1.197.A.	6
1.100.O.	1.198.A.	1
1.100.O.	1.198.B.	1
1.100.O.	1.199.A.	6
1.100.O.	1.199.B.	6
1.100.O.	1.200.O.	2
1.100.O.	1.201.B.	46
1.100.O.	1.205.O.	1
1.100.O.	1.206.O.	2
1.100.O.	1.209.O.	1
1.100.O.	1.210.O.	2
1.100.O.	1.211.A.	1
1.100.O.	1.211.B.	1
1.100.O.	1.213.O.	4
1.100.O.	1.214.O.	2
1.100.O.	1.215.A.	1
1.100.O.	1.215.B.	1
1.100.O.	1.216.O.	3
1.100.O.	1.223.O.	45
1.100.O.	1.225.O.	42
1.100.O.	1.226.O.	4
1.100.O.	1.228.O.	2
1.100.O.	1.231.O.	4
1.100.O.	1.232.O.	1
1.100.O.	1.233.A.	2
1.100.O.	1.233.B.	2
1.100.O.	1.236.O.	2
1.100.O.	1.237.A.	4
1.100.O.	1.237.B.	4
1.100.O.	1.239.O.	1
1.100.O.	1.240.O.	1
1.100.O.	1.242.O.	2
1.100.O.	1.243.O.	5
1.100.O.	1.244.A.	2
1.100.O.	1.246.O.	45
1.100.O.	1.247.A.	3
1.100.O.	1.247.B.	3
1.100.O.	1.248.O.	5
1.100.O.	1.250.O.	1
1.100.O.	1.251.O.	2
1.100.O.	1.255.O.	2
1.100.O.	1.256.O.	5
1.100.O.	1.263.A.	5
1.100.O.	1.263.B.	5
1.100.O.	1.265.O.	1
1.100.O.	1.266.O.	3
1.100.O.	1.267.O.	2
1.100.O.	1.268.A.	2
1.100.O.	1.268.B.	2
1.100.O.	1.269.O.	2
1.100.O.	1.270.A.	2
1.100.O.	1.270.B.	2
1.100.O.	1.271.A.	2
1.100.O.	1.271.B.	2
1.100.O.	1.272.O.	2
1.100.O.	1.273.O.	5
1.100.O.	1.274.O.	2
1.100.O.	1.275.O.	5
1.100.O.	1.276.O.	1
1.100.O.	1.277.A.	2
1.100.O.	1.277.B.	2
1.100.O.	1.278.O.	5
1.100.O.	1.280.O.	2
1.100.O.	1.281.O.	2
1.100.O.	1.282.A.	2
1.100.O.	1.283.A.	3
1.100.O.	1.283.B.	3
1.100.O.	1.283.C.	3
1.100.O.	1.284.A.	8
1.100.O.	1.286.O.	5
1.100.O.	1.287.O.	7
1.100.O.	1.289.A.	8
1.100.O.	1.291.O.	7
1.100.O.	1.293.O.	1
1.100.O.	12G01.O.	2
1.100.O.	2.058.O.	3
1.100.O.	2.095.A.	5
1.100.O.	2.095.B.	5
1.100.O.	2.130.O.	1
1.100.O.	3.058.O.	3
1.101.O.	1.105.O.	2
1.101.O.	1.106.O.	3
1.101.O.	1.110.O.	1
1.101.O.	1.111.A.	1
1.101.O.	1.111.B.	1
1.101.O.	1.112.O.	1
1.101.O.	1.113.A.	1
1.101.O.	1.117.O.	1
1.101.O.	1.118.A.	2
1.101.O.	1.118.B.	2
1.101.O.	1.119.O.	2
1.101.O.	1.121.O.	52
1.101.O.	1.122.A.	2
1.101.O.	1.122.B.	2
1.101.O.	1.123.O.	2
1.101.O.	1.124.O.	1
1.101.O.	1.127.O.	2
1.101.O.	1.131.O.	1
1.101.O.	1.135.O.	3
1.101.O.	1.137.O.	1
1.101.O.	1.143.O.	2
1.101.O.	1.144.O.	1
1.101.O.	1.149.O.	2
1.101.O.	1.150.O.	5
1.101.O.	1.151.O.	1
1.101.O.	1.152.O.	5
1.101.O.	1.154.O.	1
1.101.O.	1.158.O.	1
1.101.O.	1.160.O.	3
1.101.O.	1.161.O.	44
1.101.O.	1.164.O.	1
1.101.O.	1.168.O.	1
1.101.O.	1.169.O.	2
1.101.O.	1.170.O.	43
1.101.O.	1.171.O.	1
1.101.O.	1.173.O.	3
1.101.O.	1.175.O.	1
1.101.O.	1.177.O.	2
1.101.O.	1.181.O.	1
1.101.O.	1.186.O.	2
1.101.O.	1.187.O.	44
1.101.O.	1.188.A.	2
1.101.O.	1.188.B.	2
1.101.O.	1.188.C.	2
1.101.O.	1.191.O.	1
1.101.O.	1.193.O.	37
1.101.O.	1.195.O.	1
1.101.O.	1.198.A.	1
1.101.O.	1.198.B.	1
1.101.O.	1.199.A.	2
1.101.O.	1.199.B.	2
1.101.O.	1.201.B.	1
1.101.O.	1.204.O.	1
1.101.O.	1.205.O.	1
1.101.O.	1.206.O.	1
1.101.O.	1.207.B.	1
1.101.O.	1.213.O.	3
1.101.O.	1.214.O.	1
1.101.O.	1.216.O.	3
1.101.O.	1.224.A.	2
1.101.O.	1.225.O.	2
1.101.O.	1.226.O.	1
1.101.O.	1.231.O.	2
1.101.O.	1.232.O.	2
1.101.O.	1.235.O.	1
1.101.O.	1.236.O.	1
1.101.O.	1.237.A.	3
1.101.O.	1.237.B.	3
1.101.O.	1.238.A.	1
1.101.O.	1.238.B.	1
1.101.O.	1.243.O.	2
1.101.O.	1.244.A.	4
1.101.O.	1.245.O.	1
1.101.O.	1.246.O.	1
1.101.O.	1.247.A.	1
1.101.O.	1.247.B.	1
1.101.O.	1.248.O.	2
1.101.O.	1.250.O.	1
1.101.O.	1.253.O.	1
1.101.O.	1.255.O.	4
1.101.O.	1.256.O.	2
1.101.O.	1.261.O.	2
1.101.O.	1.262.O.	1
1.101.O.	1.263.A.	2
1.101.O.	1.263.B.	2
1.101.O.	1.264.O.	1
1.101.O.	1.265.O.	1
1.101.O.	1.269.O.	1
1.101.O.	1.273.O.	2
1.101.O.	1.275.O.	1
1.101.O.	1.278.O.	1
1.101.O.	1.284.A.	1
1.101.O.	1.286.O.	2
1.101.O.	1.287.O.	1
1.101.O.	1.291.O.	1
1.101.O.	12G01.O.	4
1.101.O.	2.044.O.	1
1.101.O.	2.058.O.	5
1.101.O.	2.095.A.	1
1.101.O.	2.095.B.	1
1.101.O.	2.117.O.	1
1.101.O.	2.130.O.	5
1.101.O.	2.275.O.	7
1.101.O.	3.058.O.	5
1.102.O.	1.107.A.	22
1.102.O.	1.107.B.	22
1.102.O.	1.107.C.	22
1.102.O.	1.125.O.	18
1.102.O.	1.141.A.	19
1.102.O.	1.249.A.	5
1.102.O.	1.249.B.	5
1.102.O.	2.092.O.	18
1.103.O.	1.104.O.	62
1.103.O.	1.105.O.	1
1.103.O.	1.106.O.	1
1.103.O.	1.108.O.	1
1.103.O.	1.110.O.	1
1.103.O.	1.112.O.	1
1.103.O.	1.113.A.	4
1.103.O.	1.115.A.	1
1.103.O.	1.115.B.	1
1.103.O.	1.116.O.	1
1.103.O.	1.117.O.	1
1.103.O.	1.118.A.	59
1.103.O.	1.118.B.	59
1.103.O.	1.122.A.	1
1.103.O.	1.122.B.	1
1.103.O.	1.123.O.	1
1.103.O.	1.124.O.	3
1.103.O.	1.127.O.	1
1.103.O.	1.131.O.	1
1.103.O.	1.132.O.	1
1.103.O.	1.133.O.	2
1.103.O.	1.134.O.	1
1.103.O.	1.135.O.	1
1.103.O.	1.144.O.	1
1.103.O.	1.147.O.	2
1.103.O.	1.148.O.	1
1.103.O.	1.149.O.	1
1.103.O.	1.151.O.	2
1.103.O.	1.154.O.	1
1.103.O.	1.157.O.	1
1.103.O.	1.158.O.	2
1.103.O.	1.160.O.	61
1.103.O.	1.162.O.	2
1.103.O.	1.164.O.	2
1.103.O.	1.165.O.	1
1.103.O.	1.167.O.	1
1.103.O.	1.168.O.	1
1.103.O.	1.171.O.	56
1.103.O.	1.172.O.	1
1.103.O.	1.173.O.	3
1.103.O.	1.174.O.	2
1.103.O.	1.175.O.	2
1.103.O.	1.176.O.	1
1.103.O.	1.178.O.	1
1.103.O.	1.181.O.	2
1.103.O.	1.183.O.	1
1.103.O.	1.184.A.	1
1.103.O.	1.185.O.	1
1.103.O.	1.186.O.	1
1.103.O.	1.187.O.	1
1.103.O.	1.189.B.	1
1.103.O.	1.189.C.	1
1.103.O.	1.189.O.	1
1.103.O.	1.191.O.	1
1.103.O.	1.193.O.	1
1.103.O.	1.194.O.	54
1.103.O.	1.195.O.	56
1.103.O.	1.196.O.	55
1.103.O.	1.197.A.	3
1.103.O.	1.198.A.	1
1.103.O.	1.198.B.	1
1.103.O.	1.199.A.	2
1.103.O.	1.199.B.	2
1.103.O.	1.200.O.	54
1.103.O.	1.201.B.	3
1.103.O.	1.205.O.	1
1.103.O.	1.206.O.	1
1.103.O.	1.207.B.	1
1.103.O.	1.211.A.	1
1.103.O.	1.211.B.	1
1.103.O.	1.213.O.	2
1.103.O.	1.215.A.	1
1.103.O.	1.215.B.	1
1.103.O.	1.223.O.	2
1.103.O.	1.225.O.	2
1.103.O.	1.226.O.	1
1.103.O.	1.228.O.	1
1.103.O.	1.233.A.	1
1.103.O.	1.233.B.	1
1.103.O.	1.236.O.	1
1.103.O.	1.237.A.	61
1.103.O.	1.237.B.	61
1.103.O.	1.239.O.	2
1.103.O.	1.240.O.	2
1.103.O.	1.242.O.	1
1.103.O.	1.244.A.	1
1.103.O.	1.246.O.	2
1.103.O.	1.248.O.	1
1.103.O.	1.250.O.	59
1.103.O.	1.251.O.	59
1.103.O.	1.255.O.	1
1.103.O.	1.256.O.	1
1.103.O.	1.263.A.	1
1.103.O.	1.263.B.	1
1.103.O.	1.264.O.	1
1.103.O.	1.265.O.	2
1.103.O.	1.266.O.	2
1.103.O.	1.267.O.	55
1.103.O.	1.268.A.	54
1.103.O.	1.268.B.	54
1.103.O.	1.269.O.	56
1.103.O.	1.270.A.	54
1.103.O.	1.270.B.	54
1.103.O.	1.271.A.	54
1.103.O.	1.271.B.	54
1.103.O.	1.272.O.	54
1.103.O.	1.273.O.	1
1.103.O.	1.274.O.	55
1.103.O.	1.277.A.	54
1.103.O.	1.277.B.	54
1.103.O.	1.278.O.	2
1.103.O.	1.280.O.	54
1.103.O.	1.281.O.	54
1.103.O.	1.282.A.	54
1.103.O.	1.283.A.	54
1.103.O.	1.283.B.	54
1.103.O.	1.283.C.	54
1.103.O.	1.284.A.	3
1.103.O.	1.285.O.	60
1.103.O.	1.286.O.	1
1.103.O.	1.287.O.	3
1.103.O.	1.289.A.	3
1.103.O.	1.291.O.	5
1.103.O.	1.293.O.	1
1.103.O.	12G01.O.	2
1.103.O.	2.044.O.	3
1.103.O.	2.058.O.	1
1.103.O.	2.095.A.	1
1.103.O.	2.095.B.	1
1.103.O.	2.096.O.	3
1.103.O.	2.117.O.	1
1.103.O.	2.275.O.	1
1.103.O.	3.058.O.	1
1.104.O.	1.108.O.	1
1.104.O.	1.110.O.	1
1.104.O.	1.113.A.	4
1.104.O.	1.115.A.	2
1.104.O.	1.115.B.	2
1.104.O.	1.116.O.	2
1.104.O.	1.117.O.	1
1.104.O.	1.118.A.	60
1.104.O.	1.118.B.	60
1.104.O.	1.119.O.	1
1.104.O.	1.124.O.	2
1.104.O.	1.127.O.	1
1.104.O.	1.131.O.	1
1.104.O.	1.132.O.	1
1.104.O.	1.133.O.	2
1.104.O.	1.134.O.	1
1.104.O.	1.135.O.	1
1.104.O.	1.137.O.	1
1.104.O.	1.143.O.	1
1.104.O.	1.144.O.	1
1.104.O.	1.147.O.	1
1.104.O.	1.148.O.	1
1.104.O.	1.150.O.	1
1.104.O.	1.151.O.	2
1.104.O.	1.152.O.	1
1.104.O.	1.157.O.	1
1.104.O.	1.158.O.	2
1.104.O.	1.160.O.	62
1.104.O.	1.161.O.	1
1.104.O.	1.162.O.	1
1.104.O.	1.164.O.	1
1.104.O.	1.165.O.	1
1.104.O.	1.167.O.	1
1.104.O.	1.168.O.	1
1.104.O.	1.171.O.	58
1.104.O.	1.172.O.	2
1.104.O.	1.173.O.	1
1.104.O.	1.174.O.	4
1.104.O.	1.175.O.	2
1.104.O.	1.176.O.	1
1.104.O.	1.177.O.	1
1.104.O.	1.178.O.	1
1.104.O.	1.181.O.	1
1.104.O.	1.183.O.	1
1.104.O.	1.184.A.	1
1.104.O.	1.187.O.	1
1.104.O.	1.189.B.	1
1.104.O.	1.189.C.	1
1.104.O.	1.189.O.	1
1.104.O.	1.191.O.	1
1.104.O.	1.193.O.	2
1.104.O.	1.194.O.	54
1.104.O.	1.195.O.	54
1.104.O.	1.196.O.	55
1.104.O.	1.197.A.	1
1.104.O.	1.198.A.	2
1.104.O.	1.198.B.	2
1.104.O.	1.199.A.	2
1.104.O.	1.199.B.	2
1.104.O.	1.200.O.	54
1.104.O.	1.201.B.	1
1.104.O.	1.205.O.	1
1.104.O.	1.206.O.	1
1.104.O.	1.207.B.	1
1.104.O.	1.211.A.	1
1.104.O.	1.211.B.	1
1.104.O.	1.214.O.	1
1.104.O.	1.215.A.	1
1.104.O.	1.215.B.	1
1.104.O.	1.223.O.	1
1.104.O.	1.225.O.	1
1.104.O.	1.226.O.	1
1.104.O.	1.228.O.	1
1.104.O.	1.231.O.	1
1.104.O.	1.233.A.	1
1.104.O.	1.233.B.	1
1.104.O.	1.236.O.	2
1.104.O.	1.237.A.	62
1.104.O.	1.237.B.	62
1.104.O.	1.238.A.	1
1.104.O.	1.238.B.	1
1.104.O.	1.239.O.	2
1.104.O.	1.240.O.	2
1.104.O.	1.242.O.	1
1.104.O.	1.245.O.	1
1.104.O.	1.246.O.	1
1.104.O.	1.247.A.	1
1.104.O.	1.247.B.	1
1.104.O.	1.248.O.	1
1.104.O.	1.250.O.	58
1.104.O.	1.251.O.	61
1.104.O.	1.256.O.	1
1.104.O.	1.263.A.	1
1.104.O.	1.263.B.	1
1.104.O.	1.265.O.	2
1.104.O.	1.266.O.	1
1.104.O.	1.267.O.	55
1.104.O.	1.268.A.	54
1.104.O.	1.268.B.	54
1.104.O.	1.269.O.	54
1.104.O.	1.270.A.	54
1.104.O.	1.270.B.	54
1.104.O.	1.271.A.	54
1.104.O.	1.271.B.	54
1.104.O.	1.272.O.	54
1.104.O.	1.274.O.	55
1.104.O.	1.277.A.	54
1.104.O.	1.277.B.	54
1.104.O.	1.278.O.	2
1.104.O.	1.280.O.	54
1.104.O.	1.281.O.	54
1.104.O.	1.282.A.	54
1.104.O.	1.283.A.	56
1.104.O.	1.283.B.	56
1.104.O.	1.283.C.	56
1.104.O.	1.284.A.	1
1.104.O.	1.285.O.	57
1.104.O.	1.287.O.	1
1.104.O.	1.289.A.	1
1.104.O.	1.291.O.	2
1.104.O.	12G01.O.	1
1.104.O.	2.044.O.	3
1.104.O.	2.058.O.	1
1.104.O.	2.096.O.	3
1.104.O.	2.117.O.	1
1.104.O.	2.130.O.	1
1.104.O.	3.058.O.	1
1.105.O.	1.106.O.	55
1.105.O.	1.108.O.	1
1.105.O.	1.110.O.	3
1.105.O.	1.111.A.	2
1.105.O.	1.111.B.	2
1.105.O.	1.112.O.	14
1.105.O.	1.113.A.	11
1.105.O.	1.115.A.	2
1.105.O.	1.115.B.	2
1.105.O.	1.117.O.	1
1.105.O.	1.118.A.	1
1.105.O.	1.118.B.	1
1.105.O.	1.119.O.	6
1.105.O.	1.121.O.	1
1.105.O.	1.122.A.	5
1.105.O.	1.122.B.	5
1.105.O.	1.123.O.	12
1.105.O.	1.124.O.	6
1.105.O.	1.127.O.	7
1.105.O.	1.131.O.	2
1.105.O.	1.132.O.	2
1.105.O.	1.133.O.	1
1.105.O.	1.134.O.	2
1.105.O.	1.135.O.	5
1.105.O.	1.137.O.	6
1.105.O.	1.139.A.	1
1.105.O.	1.139.B.	1
1.105.O.	1.143.O.	6
1.105.O.	1.144.O.	5
1.105.O.	1.148.O.	3
1.105.O.	1.149.O.	56
1.105.O.	1.150.O.	1
1.105.O.	1.151.O.	3
1.105.O.	1.152.O.	1
1.105.O.	1.154.O.	3
1.105.O.	1.155.O.	2
1.105.O.	1.157.O.	3
1.105.O.	1.158.O.	6
1.105.O.	1.160.O.	2
